familyId,name,layer,priorityScore,scoreComponents,status,governanceDecision,nextAction,rank
ENV-F04,Environmental Affordances & Legibility,Physical / Environmental,11,"{""blockedEntities"": 0, ""isolatedEntities"": 4, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",64
ENV-F13,Physical Disruption & Passability,Physical / Environmental,11,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 8, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",65
INF-F06,Source Disclosure & Provenance,Informational,11,"{""blockedEntities"": 0, ""isolatedEntities"": 4, ""isolatedFamily"": 0, ""legacyReviewBurden"": 5, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",66
INS-F07,"Resource Distribution, Eligibility & Service Access",Institutional / Structural,11,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 6, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",67
SOC-F11,Audience & Social Evaluation,Social,11,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 8, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",68
TEC-F04,Algorithmic Curation & Adaptive Delivery,Technological,11,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 8, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",69
TEC-F10,Human–AI Social Interaction,Technological,11,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 4, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",70
TEC-F12,"Privacy, Security & Identity Architecture",Technological,11,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 7, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",71
TEC-F13,Synthetic Media & Agentic Capabilities,Technological,11,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 8, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",72
CUL-F02,"Selfhood, Agency & Relational Models",Cultural,10,"{""blockedEntities"": 0, ""isolatedEntities"": 5, ""isolatedFamily"": 0, ""legacyReviewBurden"": 1, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",73
INF-F08,"Narrative, Exemplification & Vividness",Informational,10,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 5, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",74
PSY-F07,"Knowledge, Memory & Mental Representation",Psychological,10,"{""blockedEntities"": 0, ""isolatedEntities"": 4, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",75
TEC-F06,"Human Control, Explainability & AI Collaboration",Technological,10,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 8, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",76
BIO-F08,"Nutritional, Metabolic & Hematologic Status",Biological,9,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 2, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",77
BIO-F11,Stable Biological Susceptibility,Biological,9,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 4, ""legacyReviewBurden"": 0, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",78
BIO-F14,Dependence & Withdrawal Physiology,Biological,9,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 2, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",79
CUL-F09,"Sacredness, Taboo & Moral Boundaries",Cultural,9,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 5, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",80
ENV-F05,"Density, Confinement & Privacy Conditions",Physical / Environmental,9,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 2, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",81
INF-F04,Framing & Presentation,Informational,9,"{""blockedEntities"": 0, ""isolatedEntities"": 4, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",82
INF-F05,Argument & Evidence Quality,Informational,9,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",83
INF-F07,"Repetition, Timing & Sequence",Informational,9,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 7, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",84
INS-F10,"Corruption, Patronage & Institutional Integrity",Institutional / Structural,9,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 6, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",85
INS-F11,Interorganizational & Multilevel Governance,Institutional / Structural,9,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",86
INS-F12,Policy Stability & Institutional Change,Institutional / Structural,9,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",87
PSY-F08,"Learning, Habit & Automaticity",Psychological,9,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",88
SOC-F02,Direct Social Influence Conditions,Social,9,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 6, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",89
TEC-F09,"Sensing, Monitoring & Traceability",Technological,9,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 7, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",90
BIO-F02,"Stress, Autonomic & Allostatic Physiology",Biological,8,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 5, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",91
BIO-F04,Oxygenation & Thermoregulatory Physiology,Biological,8,"{""blockedEntities"": 0, ""isolatedEntities"": 3, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",92
BIO-F07,Sensory & Vestibular Capacity,Biological,8,"{""blockedEntities"": 0, ""isolatedEntities"": 5, ""isolatedFamily"": 0, ""legacyReviewBurden"": 1, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",93
CUL-F08,"Ritual, Tradition & Cultural Practice",Cultural,8,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",94
CUL-F12,Language & Communication Conventions,Cultural,8,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 6, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",95
ENV-F10,"Terrain, Topography & Geographic Barriers",Physical / Environmental,8,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 2, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",96
INF-F09,"Relevance, Tailoring & Audience Match",Informational,8,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 2, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 2}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",97
INF-F13,Action Guidance & Instructional Content,Informational,8,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 6, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",98
TEC-F08,"Digital Feedback, Rewards & Gamification",Technological,8,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",99
CUL-F10,Emotion Culture & Display Rules,Cultural,7,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",100
INF-F10,"Risk, Threat & Efficacy Content",Informational,7,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 4, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",101
TEC-F05,Automation Reliability & Decision Support,Technological,7,"{""blockedEntities"": 0, ""isolatedEntities"": 2, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",102
INF-F02,"Information Volume, Density & Load",Informational,6,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",103
BIO-F06,Immune & Inflammatory Physiology,Biological,5,"{""blockedEntities"": 0, ""isolatedEntities"": 1, ""isolatedFamily"": 0, ""legacyReviewBurden"": 2, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",104
INF-F11,"Feedback, Comparison & Norm Claims",Informational,5,"{""blockedEntities"": 0, ""isolatedEntities"": 0, ""isolatedFamily"": 0, ""legacyReviewBurden"": 3, ""noCrossLayer"": 0, ""noRecordedActiveEffect"": 2, ""rdsCausalSources"": 0, ""rdsComplexity"": 0}",NO_AUDIT_STATUS_IN_THIS_INVENTORY,PENDING,"Review recorded membership, RDS inputs and existing incident claims only after separate audit authorization",105
